数据类型,订单号,采购单号,物料ID,供应商代码,变更类型,原交付日期,新交付日期,变更天数,变更原因,变更来源,变更时间
交期变更记录,SO-2026-01994,PO20270300740,P0095,SUP004,客户加急,2027/3/10,2027/3/3,-7,终端市场需求激增,系统,2027/2/28
交期变更记录,SO-2026-03894,PO20270100741,P0001,SUP018,物流问题,2027/1/12,2027/1/25,13,运输车辆故障,供应商,2026/12/27
交期变更记录,SO-2026-06547,PO20260900742,P0076,SUP002,供应商延期,2026/9/19,2026/9/29,10,质量检验不合格返工,供应商,2026/9/5
交期变更记录,SO-2026-09654,PO20260800743,P0064,SUP020,客户加急,2026/8/5,2026/7/27,-9,客户展会提前需要,系统,2026/7/31
交期变更记录,SO-2026-01644,PO20260600744,P0012,SUP014,客户加急,2026/6/6,2026/5/29,-8,项目验收节点提前,系统,2026/5/9
交期变更记录,SO-2026-04681,PO20270300745,P0093,SUP032,供应商延期,2027/3/27,2027/4/15,19,工人返岗率不足,供应商,2027/3/4
交期变更记录,SO-2026-11658,,P0056,SUP029,客户加急,2026/7/5,2026/6/30,-5,展会样品急需,采购员,2026/6/17
交期变更记录,SO-2026-04445,,P0094,SUP003,物流问题,2027/1/22,2027/1/28,6,港口拥堵导致船期延误,系统,2027/1/10
交期变更记录,SO-2026-06692,PO20260700748,P0099,SUP020,物料短缺,2026/7/10,2026/7/5,-5,PCB板交期延长,采购员,2026/6/30
交期变更记录,SO-2026-12804,PO20260600749,P0051,SUP005,供应商延期,2026/6/17,2026/6/29,12,物流运输途中延误,系统,2026/5/29
交期变更记录,SO-2026-11141,PO20260600750,P0007,SUP002,供应商延期,2026/6/13,2026/6/26,13,质量检验不合格返工,计划员,2026/5/18
交期变更记录,SO-2026-12055,PO20260800751,P0082,SUP017,供应商延期,2026/8/21,2026/9/6,16,供应商产线故障维修,采购员,2026/7/31
交期变更记录,SO-2026-01010,PO20261100752,P0047,SUP019,供应商延期,2026/11/27,2026/12/15,18,恶劣天气影响运输,计划员,2026/10/28
交期变更记录,SO-2026-02689,PO20260900753,P0091,SUP008,物料短缺,2026/9/15,2026/9/9,-6,电子元器件市场缺货,系统,2026/9/14
交期变更记录,SO-2026-12505,PO20260600754,P0047,SUP005,供应商提前,2026/6/13,2026/6/7,-6,供应商产能释放提前,系统,2026/5/26
交期变更记录,SO-2026-10475,,P0042,SUP007,供应商延期,2026/6/14,2026/6/24,10,物流运输途中延误,系统,2026/5/23
交期变更记录,SO-2026-03823,PO20261200756,P0079,SUP017,供应商延期,2026/12/19,2026/12/21,2,质量检验不合格返工,采购员,2026/11/23
交期变更记录,SO-2026-01759,PO20261100757,P0088,SUP009,供应商延期,2026/11/11,2026/11/12,1,原材料供应紧张导致排产延后,供应商,2026/11/1
交期变更记录,SO-2026-13438,PO20260600758,P0081,SUP013,客户加急,2026/6/25,2026/6/13,-12,客户展会提前需要,系统,2026/6/11
交期变更记录,SO-2026-08291,PO20260800759,P0070,SUP023,供应商提前,2026/8/2,2026/7/31,-2,供应商备货充足提前发货,系统,2026/7/9
交期变更记录,SO-2026-01617,,P0057,SUP012,客户加急,2026/11/10,2026/11/1,-9,终端市场需求激增,系统,2026/10/26
交期变更记录,SO-2026-01408,PO20270100761,P0082,SUP025,供应商延期,2027/1/20,2027/2/9,20,供应商原材料短缺,系统,2027/1/17
交期变更记录,SO-2026-11459,PO20260600762,P0006,SUP026,供应商延期,2026/6/15,2026/6/26,11,物流运输途中延误,供应商,2026/5/16
交期变更记录,SO-2026-13135,PO20260600763,P0087,SUP009,供应商延期,2026/6/13,2026/6/18,5,质量检验不合格返工,计划员,2026/5/25
交期变更记录,SO-2026-12129,PO20260800764,P0093,SUP014,供应商延期,2026/8/8,2026/8/11,3,供应商原材料短缺,系统,2026/7/10
交期变更记录,SO-2026-01716,,P0013,SUP002,供应商延期,2027/1/18,2027/1/30,12,恶劣天气影响运输,系统,2027/1/7
交期变更记录,SO-2026-00793,PO20261100766,P0098,SUP018,供应商延期,2026/11/12,2026/11/22,10,供应商产线故障维修,计划员,2026/11/11
交期变更记录,SO-2026-07670,PO20261200767,P0028,SUP016,客户加急,2026/12/28,2026/12/16,-12,客户生产线紧急启动,采购员,2026/12/18
交期变更记录,SO-2026-04433,PO20260500768,P0092,SUP028,物料短缺,2026/5/2,2026/4/22,-10,PCB板交期延长,采购员,2026/4/19
交期变更记录,SO-2026-06098,PO20260500769,P0025,SUP036,物流问题,2026/5/31,2026/6/4,4,跨境物流清关延迟,采购员,2026/5/18
交期变更记录,SO-2026-11456,PO20260600770,P0092,SUP023,供应商延期,2026/6/11,2026/6/30,19,供应商原材料短缺,计划员,2026/5/21
交期变更记录,SO-2026-05016,PO20261100771,P0099,SUP011,供应商延期,2026/11/12,2026/12/1,19,恶劣天气影响运输,系统,2026/10/30
交期变更记录,SO-2026-00307,,P0028,SUP006,物料短缺,2027/2/7,2027/1/27,-11,关键芯片供应紧张,系统,2027/1/8
交期变更记录,SO-2026-04665,PO20270500773,P0096,SUP036,物料短缺,2027/5/2,2027/4/29,-3,PCB板交期延长,供应商,2027/4/21
交期变更记录,SO-2026-06555,PO20270200774,P0022,SUP018,供应商延期,2027/2/1,2027/2/8,7,物流运输途中延误,系统,2027/1/19
交期变更记录,SO-2026-12136,PO20260700775,P0074,SUP035,供应商延期,2026/7/14,2026/7/20,6,质量检验不合格返工,计划员,2026/7/4
交期变更记录,SO-2026-02947,,P0055,SUP015,供应商延期,2026/9/29,2026/10/7,8,工人返岗率不足,系统,2026/9/5
交期变更记录,SO-2026-06463,PO20270100777,P0041,SUP024,客户加急,2027/1/14,2026/12/31,-14,客户生产线紧急启动,系统,2027/1/7
交期变更记录,SO-2026-07755,,P0025,SUP008,供应商延期,2026/10/8,2026/10/11,3,恶劣天气影响运输,系统,2026/9/23
交期变更记录,SO-2026-09797,,P0018,SUP014,供应商延期,2026/5/29,2026/6/9,11,原材料到货延迟,系统,2026/5/10
交期变更记录,SO-2026-06408,PO20270400780,P0003,SUP029,供应商延期,2027/4/20,2027/4/28,8,供应商原材料短缺,系统,2027/4/3
交期变更记录,SO-2026-05612,PO20260500781,P0067,SUP024,供应商延期,2026/5/23,2026/6/9,17,原材料到货延迟,计划员,2026/4/30
交期变更记录,SO-2026-05501,PO20260500782,P0094,SUP006,供应商延期,2026/5/18,2026/5/26,8,供应商产线故障维修,系统,2026/5/15
交期变更记录,SO-2026-01194,PO20260800783,P0007,SUP031,供应商延期,2026/8/2,2026/8/16,14,工人返岗率不足,计划员,2026/7/7
交期变更记录,SO-2026-02985,PO20270500784,P0092,SUP005,供应商延期,2027/5/8,2027/5/26,18,供应商产线故障维修,系统,2027/4/16
交期变更记录,SO-2026-05335,PO20270100785,P0096,SUP021,供应商延期,2027/1/19,2027/2/5,17,设备故障维修影响产出,采购员,2027/1/4
交期变更记录,SO-2026-09550,PO20261000786,P0051,SUP036,物流问题,2026/10/4,2026/10/13,9,港口拥堵导致船期延误,计划员,2026/9/20
交期变更记录,SO-2026-02967,,P0053,SUP013,物流问题,2027/2/10,2027/2/23,13,港口拥堵导致船期延误,采购员,2027/2/1
交期变更记录,SO-2026-11071,PO20260600788,P0098,SUP001,供应商延期,2026/6/11,2026/6/18,7,原材料到货延迟,系统,2026/6/9
交期变更记录,SO-2026-07181,PO20260700789,P0011,SUP028,供应商延期,2026/7/19,2026/8/5,17,原材料供应紧张导致排产延后,系统,2026/7/18
交期变更记录,SO-2026-13693,,P0042,SUP011,客户加急,2026/8/15,2026/8/2,-13,客户展会提前需要,系统,2026/7/20
交期变更记录,SO-2026-10799,PO20260600791,P0051,SUP027,供应商延期,2026/6/14,2026/6/27,13,供应商产线故障维修,系统,2026/6/5
交期变更记录,SO-2026-02251,,P0024,SUP037,供应商延期,2026/12/26,2027/1/14,19,供应商产线故障维修,系统,2026/12/13
交期变更记录,SO-2026-05957,PO20261100793,P0010,SUP014,供应商延期,2026/11/3,2026/11/11,8,质量异常批量返工,系统,2026/10/6
交期变更记录,SO-2026-11156,PO20260600794,P0060,SUP003,供应商延期,2026/6/13,2026/6/15,2,质量检验不合格返工,采购员,2026/5/25
交期变更记录,SO-2026-05059,PO20270600795,P0089,SUP004,供应商延期,2027/6/9,2027/6/15,6,设备故障维修影响产出,采购员,2027/6/5
交期变更记录,SO-2026-13821,PO20260800796,P0047,SUP003,供应商提前,2026/8/9,2026/8/7,-2,供应商产能释放提前,系统,2026/7/31
交期变更记录,SO-2026-03435,PO20260900797,P0003,SUP015,供应商延期,2026/9/26,2026/10/3,7,质量检验不合格返工,客户,2026/9/20
交期变更记录,SO-2026-05536,PO20260500798,P0069,SUP025,供应商延期,2026/5/30,2026/6/16,17,供应商产线故障维修,系统,2026/5/24
交期变更记录,SO-2026-09528,PO20261000799,P0059,SUP017,供应商延期,2026/10/19,2026/11/8,20,供应商原材料短缺,系统,2026/10/8
交期变更记录,SO-2026-07019,PO20260300800,P0027,SUP012,供应商延期,2026/3/25,2026/4/4,10,物流运输途中延误,计划员,2026/3/15
交期变更记录,SO-2026-07194,,P0056,SUP001,客户加急,2026/7/4,2026/6/25,-9,展会样品急需,计划员,2026/6/20
交期变更记录,SO-2026-03448,PO20260500802,P0021,SUP004,供应商延期,2026/5/25,2026/5/31,6,上游芯片短缺传导影响,计划员,2026/4/30
交期变更记录,SO-2026-12421,,P0030,SUP016,供应商延期,2026/6/13,2026/6/29,16,上游芯片短缺传导影响,计划员,2026/5/28
交期变更记录,SO-2026-10796,PO20260600804,P0013,SUP026,物流问题,2026/6/11,2026/6/19,8,港口拥堵导致船期延误,计划员,2026/6/5
交期变更记录,SO-2026-13273,PO20260900805,P0064,SUP024,客户延后,2026/9/7,2026/9/24,17,客户项目延期,系统,2026/8/13
交期变更记录,SO-2026-03582,PO20270100806,P0054,SUP024,物料短缺,2027/1/11,2026/12/29,-13,关键芯片供应紧张,系统,2026/12/28
交期变更记录,SO-2026-12155,PO20260700807,P0055,SUP018,供应商延期,2026/7/4,2026/7/8,4,工人返岗率不足,采购员,2026/6/21
交期变更记录,SO-2026-12486,,P0016,SUP024,物流问题,2026/6/15,2026/6/29,14,跨境物流清关延迟,系统,2026/6/6
交期变更记录,SO-2026-01232,PO20261000809,P0060,SUP028,物料短缺,2026/10/7,2026/9/28,-9,PCB板交期延长,系统,2026/9/19
交期变更记录,SO-2026-12987,PO20260600810,P0029,SUP009,供应商延期,2026/6/12,2026/6/26,14,春节假期停工导致产能不足,采购员,2026/6/7
交期变更记录,SO-2026-09291,PO20261100811,P0085,SUP032,供应商延期,2026/11/5,2026/11/18,13,设备故障维修影响产出,采购员,2026/10/25
交期变更记录,SO-2026-08001,PO20260900812,P0017,SUP030,供应商延期,2026/9/24,2026/9/30,6,供应商原材料短缺,采购员,2026/8/31
交期变更记录,SO-2026-09254,,P0095,SUP021,客户加急,2027/2/21,2027/2/9,-12,客户生产线紧急启动,计划员,2027/2/10
交期变更记录,SO-2026-03331,PO20270200814,P0100,SUP016,供应商延期,2027/2/23,2027/3/9,14,原材料到货延迟,系统,2027/2/19
交期变更记录,SO-2026-04401,,P0072,SUP010,供应商延期,2026/11/26,2026/12/14,18,恶劣天气影响运输,供应商,2026/11/18
交期变更记录,SO-2026-09652,PO20270200816,P0043,SUP035,客户加急,2027/2/6,2027/2/3,-3,客户展会提前需要,计划员,2027/1/25
交期变更记录,SO-2026-11025,,P0069,SUP033,物料短缺,2026/6/13,2026/6/8,-5,电子元器件市场缺货,系统,2026/5/27
交期变更记录,SO-2026-08679,,P0100,SUP030,客户加急,2026/10/1,2026/9/27,-4,终端市场需求激增,系统,2026/9/5
交期变更记录,SO-2026-02496,,P0033,SUP025,供应商延期,2026/7/12,2026/7/17,5,物流受阻导致原料延迟到厂,计划员,2026/6/17
交期变更记录,SO-2026-09816,PO20270300820,P0053,SUP018,供应商延期,2027/3/22,2027/3/26,4,供应商原材料短缺,采购员,2027/3/4
交期变更记录,SO-2026-01916,PO20260800821,P0074,SUP036,物料短缺,2026/8/10,2026/7/26,-15,电子元器件市场缺货,系统,2026/7/22
交期变更记录,SO-2026-00464,PO20260500822,P0023,SUP008,供应商延期,2026/5/23,2026/5/28,5,供应商原材料短缺,供应商,2026/5/4
交期变更记录,SO-2026-11412,,P0041,SUP026,物流问题,2026/6/11,2026/6/21,10,运输车辆故障,供应商,2026/5/18
交期变更记录,SO-2026-02111,PO20270100824,P0017,SUP025,供应商延期,2027/1/7,2027/1/13,6,物流运输途中延误,采购员,2026/12/25
交期变更记录,SO-2026-05526,PO20270100825,P0055,SUP007,供应商延期,2027/1/21,2027/1/28,7,物流运输途中延误,采购员,2027/1/8
交期变更记录,SO-2026-10024,PO20260600826,P0036,SUP033,物流问题,2026/6/16,2026/6/23,7,港口拥堵导致船期延误,系统,2026/6/12
交期变更记录,SO-2026-02041,PO20270400827,P0067,SUP025,供应商延期,2027/4/21,2027/5/5,14,恶劣天气影响运输,系统,2027/4/7
交期变更记录,SO-2026-03430,PO20270100828,P0074,SUP027,供应商延期,2027/1/30,2027/1/31,1,质量检验不合格返工,系统,2027/1/22
交期变更记录,SO-2026-11139,PO20260600829,P0039,SUP007,客户加急,2026/6/11,2026/5/27,-15,客户展会提前需要,系统,2026/5/16
交期变更记录,SO-2026-02903,PO20270100830,P0084,SUP008,物流问题,2027/1/14,2027/1/17,3,空运舱位不足改海运,系统,2027/1/5
交期变更记录,SO-2026-08864,,P0026,SUP006,客户加急,2026/10/24,2026/10/9,-15,终端市场需求激增,系统,2026/10/15
交期变更记录,SO-2026-07783,PO20260400832,P0010,SUP031,供应商延期,2026/4/16,2026/4/30,14,质量检验不合格返工,采购员,2026/4/7
交期变更记录,SO-2026-09021,,P0042,SUP019,供应商延期,2026/12/2,2026/12/6,4,物流运输途中延误,采购员,2026/11/30
交期变更记录,SO-2026-08837,PO20260300834,P0088,SUP028,供应商提前,2026/3/21,2026/3/20,-1,供应商产能释放提前,计划员,2026/3/12
交期变更记录,SO-2026-03746,PO20261200835,P0013,SUP007,物料短缺,2026/12/10,2026/11/26,-14,显示屏面板缺货,系统,2026/11/17
交期变更记录,SO-2026-05785,,P0044,SUP002,供应商延期,2026/9/29,2026/10/2,3,物流运输途中延误,采购员,2026/8/30
交期变更记录,SO-2026-05642,PO20270600837,P0031,SUP010,供应商延期,2027/6/3,2027/6/5,2,供应商原材料短缺,供应商,2027/5/4
交期变更记录,SO-2026-01963,PO20260800838,P0007,SUP003,供应商延期,2026/8/29,2026/9/16,18,供应商产线故障维修,系统,2026/8/9
交期变更记录,SO-2026-07057,,P0020,SUP010,供应商延期,2026/12/19,2026/12/29,10,质量检验不合格返工,系统,2026/11/20
交期变更记录,SO-2026-08435,PO20260900840,P0038,SUP020,客户加急,2026/9/13,2026/9/3,-10,终端市场需求激增,采购员,2026/9/6
交期变更记录,SO-2026-07906,,P0069,SUP028,供应商延期,2026/9/11,2026/9/14,3,恶劣天气影响运输,系统,2026/8/20
交期变更记录,SO-2026-10190,,P0042,SUP007,供应商延期,2026/6/14,2026/7/3,19,供应商原材料短缺,系统,2026/6/3
交期变更记录,SO-2026-03354,PO20260500843,P0050,SUP006,物流问题,2026/5/22,2026/5/26,4,港口拥堵导致船期延误,采购员,2026/5/17
交期变更记录,SO-2026-12590,PO20260600844,P0042,SUP020,物流问题,2026/6/14,2026/6/18,4,港口拥堵导致船期延误,计划员,2026/6/4
交期变更记录,SO-2026-09905,,P0078,SUP001,物料短缺,2026/11/18,2026/11/13,-5,关键芯片供应紧张,系统,2026/11/14
交期变更记录,SO-2026-03039,PO20260900846,P0022,SUP030,供应商延期,2026/9/19,2026/10/7,18,物流运输途中延误,系统,2026/8/20
交期变更记录,SO-2026-10877,PO20260600847,P0021,SUP014,供应商延期,2026/6/11,2026/6/14,3,恶劣天气影响运输,供应商,2026/5/30
交期变更记录,SO-2026-13082,,P0067,SUP028,供应商延期,2026/6/14,2026/6/24,10,供应商产线故障维修,采购员,2026/5/19
交期变更记录,SO-2026-12705,PO20260600849,P0009,SUP032,供应商提前,2026/6/11,2026/6/4,-7,供应商产能释放提前,系统,2026/5/29
交期变更记录,SO-2026-05653,,P0019,SUP019,供应商延期,2026/11/29,2026/12/18,19,物流受阻导致原料延迟到厂,系统,2026/11/19
交期变更记录,SO-2026-07824,,P0015,SUP016,物料短缺,2027/3/21,2027/3/7,-14,显示屏面板缺货,系统,2027/3/19
交期变更记录,SO-2026-08927,PO20270400852,P0010,SUP012,供应商延期,2027/4/8,2027/4/22,14,供应商原材料短缺,采购员,2027/3/12
交期变更记录,SO-2026-00040,,P0059,SUP021,供应商延期,2026/6/28,2026/7/4,6,恶劣天气影响运输,系统,2026/5/30
交期变更记录,SO-2026-06910,,P0081,SUP024,供应商延期,2026/8/9,2026/8/14,5,供应商产线故障维修,供应商,2026/7/25
交期变更记录,SO-2026-12737,PO20260600855,P0031,SUP018,供应商延期,2026/6/14,2026/7/4,20,质量异常批量返工,系统,2026/5/25
交期变更记录,SO-2026-10465,PO20260600856,P0040,SUP015,供应商延期,2026/6/13,2026/7/2,19,原材料到货延迟,系统,2026/5/25
交期变更记录,SO-2026-04295,PO20261000857,P0068,SUP022,客户延后,2026/10/11,2026/11/7,27,客户仓库容量不足,系统,2026/9/11
交期变更记录,SO-2026-12595,PO20260600858,P0090,SUP024,供应商延期,2026/6/15,2026/6/27,12,物流运输途中延误,计划员,2026/5/18
交期变更记录,SO-2026-11555,PO20260600859,P0019,SUP006,客户延后,2026/6/10,2026/6/29,19,客户销售计划调整,系统,2026/5/16
交期变更记录,SO-2026-01300,,P0054,SUP024,客户加急,2026/10/21,2026/10/12,-9,竞品上市压力,计划员,2026/10/5
交期变更记录,SO-2026-01794,,P0018,SUP006,供应商延期,2026/8/3,2026/8/5,2,物流运输途中延误,系统,2026/7/26
交期变更记录,SO-2026-02384,PO20260600862,P0005,SUP033,供应商延期,2026/6/13,2026/6/26,13,供应商原材料短缺,采购员,2026/6/4
交期变更记录,SO-2026-09011,PO20270500863,P0087,SUP029,供应商延期,2027/5/17,2027/6/3,17,供应商产线故障维修,系统,2027/5/16
交期变更记录,SO-2026-10528,PO20260600864,P0097,SUP027,供应商提前,2026/6/13,2026/6/12,-1,供应商备货充足提前发货,系统,2026/6/4
交期变更记录,SO-2026-07590,PO20260600865,P0026,SUP007,客户延后,2026/6/8,2026/7/8,30,客户资金安排调整,采购员,2026/5/25
交期变更记录,SO-2026-01910,,P0011,SUP008,供应商延期,2026/10/22,2026/11/8,17,春节假期停工导致产能不足,系统,2026/10/17
交期变更记录,SO-2026-04388,PO20260900867,P0012,SUP012,供应商延期,2026/9/11,2026/9/17,6,物流运输途中延误,系统,2026/9/2
交期变更记录,SO-2026-06990,,P0043,SUP034,供应商延期,2026/8/3,2026/8/8,5,物流运输途中延误,系统,2026/7/25
交期变更记录,SO-2026-12788,PO20260600869,P0042,SUP018,供应商延期,2026/6/10,2026/6/28,18,供应商产线故障维修,采购员,2026/5/12
交期变更记录,SO-2026-11220,PO20260600870,P0055,SUP008,物流问题,2026/6/11,2026/6/25,14,运输车辆故障,供应商,2026/5/15
交期变更记录,SO-2026-02269,,P0087,SUP021,物料短缺,2026/3/9,2026/3/6,-3,电子元器件市场缺货,计划员,2026/3/3
交期变更记录,SO-2026-01891,PO20270100872,P0072,SUP009,物流问题,2027/1/4,2027/1/15,11,港口拥堵导致船期延误,系统,2026/12/21
交期变更记录,SO-2026-10669,PO20260600873,P0010,SUP032,供应商延期,2026/6/11,2026/6/23,12,原材料到货延迟,供应商,2026/5/27
交期变更记录,SO-2026-00308,PO20261100874,P0008,SUP009,供应商延期,2026/11/2,2026/11/3,1,原材料到货延迟,计划员,2026/11/1
